neo_reference_id,name,absolute_magnitude_h,is_potentially_hazardous,estimated_diameter_km_min,estimated_diameter_km_max,estimated_diameter_km_mean,albedo_estimated,type_from_albedo,density_assumed_kg_m3,mass_min_kg,mass_max_kg,impact_energy_min_Mt,impact_energy_max_Mt,orbital.a_au,orbital.e,orbital.i_deg,orbital.period_days,close_approach.close_approach_date,close_approach.relative_velocity_kms,close_approach.miss_distance_km,close_approach.orbiting_body,nasa_jpl_url,sentry_object
2006569,6569 Ondaatje (1993 MO),16.63,False,1.2547435637,2.8056919027,2.0302177331999998,0.0954915028122613,S-like,3000,3103021658392.828,34692836816745.523,107166.9764908613,1198163.2218020384,1.626353635552728,0.2207238849932129,22.64324629597584,757.5667484905028,1906-Jul-23 12:43,11.8109884869,67373996.9656947,Earth,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2006569,False
2006611,6611 (1993 VW),16.82,False,1.1496217629,2.5706324102,1.86012708655,0.0954915028139942,S-like,3000,2386628414272.3047,26683316854935.023,82425.38381031262,921543.8062949595,1.69594379440571,0.484545840493962,8.701171681495225,806.7065989899544,1918-Dec-22 23:49,13.3667166532,19339111.740267072,Earth,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2006611,False
2007025,7025 (1993 QA),18.08,False,0.6435095206,1.4389310323,1.04122027645,0.09549150281276814,S-like,3000,418586104039.7383,4679934916032.232,14456.42735032079,161627.77135914378,1.475788298192228,0.3150127532310571,12.61026369417386,654.838975687194,1900-Dec-04 16:06,14.1747874596,62034342.86588092,Earth,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007025,False
2007088,7088 Ishtar (1992 AA),16.84,False,1.1390819672,2.5470647106,1.8430733389,0.09549150281545049,S-like,3000,2321586164016.1616,25956122391712.06,80179.0632648985,896429.1791592715,1.980835839152382,0.3903182784721454,8.298746378963987,1018.289239466483,1900-Jan-01 05:02,4.7812323228,35509713.6064784,Earth,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007088,False
2007092,7092 Cadmus (1992 LC),15.12,False,2.5150983749,5.6239309364,4.06951465565,0.09549150281273534,S-like,3000,24991067460849.945,279408628367346.8,863099.7246875758,9649748.278939199,2.545384899420821,0.6936758874997421,17.78670296156185,1483.298719622801,1923-Dec-13 00:12,21.6104270775,19256880.334291864,Earth,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007092,False
2007236,7236 (1987 PA),18.32,False,0.5761757511,1.2883681464,0.93227194875,0.09549150280439697,S-like,3000,300458715977.6221,3359230566426.825,10376.741027429824,116015.491598632,2.721632216601372,0.5636857897403278,16.69135006781158,1639.995221329591,1906-Jul-23 16:57,10.6587108563,26499860.609342787,Earth,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007236,False
2007335,7335 (1989 JA),17.7,True,0.7665755735,1.7141150923,1.2403453329,0.09549150281540346,S-like,3000,707595083674.0149,7911153539072.609,24437.736517900372,273222.2003814512,1.772620266572146,0.4845101481222294,15.16492079583256,862.029230168974,1916-May-20 06:06,14.939017208,9668051.52143271,Earth,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007335,False
2007336,7336 Saunders (1989 RS1),18.8,False,0.4619074603,1.0328564805,0.7473819704,0.09549150281067224,S-like,3000,154804936973.06638,1730771811395.084,5346.394214294477,59774.504480542455,2.305546061885857,0.4819566218473221,7.200429993954059,1278.67193107799,1968-Sep-15 22:08,5.4138308985,29293055.816632804,Earth,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007336,False
2007341,7341 (1991 VK),16.96,True,1.0778416872,2.4101272816,1.7439844843999999,0.09549150281432349,S-like,3000,1966911442409.5566,21990738455782.574,67929.90043694573,759479.3754446898,1.841650069291649,0.5061419339695022,5.409986907354111,912.8703415390908,1961-Nov-19 14:15,12.8332105374,19205793.738791525,Earth,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007341,False
2007350,7350 (1993 VA),17.16,False,0.9830033019,2.1980622051,1.5905327534999998,0.09549150280727856,S-like,3000,1492054912571.3413,16681681052104.523,51530.09915548729,576124.0229515067,1.355954205247421,0.3911511226358341,7.263321298272024,576.7212586677,1900-Nov-03 17:40,5.5216064314,20604719.967921168,Venus,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007350,False
